albumID,similarity
MW0000826451,"[(0.0017211703958691911, 'MW0002541704'), (0.001524390243902439, 'MW0002227852'), (0.0008298755186721991, 'MW0001787432'), (0.0008270546104159258, 'MW0002484010'), (0.0008196049504139006, 'MW0002552345'), (0.00081498928289093, 'MW0001965056'), (0.0008093823603208391, 'MW0002443418'), (0.0007946283126067783, 'MW0001610447'), (0.0007791499474073787, 'MW0002628656'), (0.0007791499474073787, 'MW0002088324')]"
MW0002543577,"[(0.0007535113629513532, 'MW0002506311'), (0.0007487327697871352, 'MW0002427366'), (0.0007407956144899622, 'MW0001610447'), (0.000731534246775763, 'MW0002348295'), (0.0007273256236817223, 'MW0002628656'), (0.0007273256236817223, 'MW0002088324'), (0.0007178132537039165, 'MW0002412839'), (0.0007178132537039165, 'MW0001980593'), (0.0007170000717000071, 'MW0002022516'), (0.0007144081842601588, 'MW0002484010')]"
MW0002582261,"[(0.0011228007141012542, 'MW0002244670'), (0.0010773075928639144, 'MW0002382249'), (0.0010593669223272172, 'MW0002348295'), (0.0009951040878875932, 'MW0002010832'), (0.000975971579707599, 'MW0002104668'), (0.0009656704166867846, 'MW0002418731'), (0.0009629643895768734, 'MW0002563308'), (0.0009616124317255172, 'MW0000823569'), (0.0009546357110126776, 'MW0002527254'), (0.0009546357110126776, 'MW0002498911')]"
MW0001695064,"[(1.0, 'MW0001258696'), (0.038461538461538464, 'MW0002534574'), (0.038461538461538464, 'MW0002534050'), (0.0196078431372549, 'MW0002527254'), (0.0196078431372549, 'MW0002498911'), (0.0196078431372549, 'MW0002413337'), (0.013157894736842105, 'MW0002034255'), (0.013157894736842105, 'MW0002022330'), (0.013157894736842105, 'MW0001974960'), (0.005272593061267531, 'MW0002348295')]"
MW0002570906,"[(0.006813381481229135, 'MW0002605130'), (0.006386511687316389, 'MW0002582576'), (0.006115833893951442, 'MW0002061341'), (0.00592838510789661, 'MW0002485837'), (0.00592838510789661, 'MW0002294097'), (0.005459707359685522, 'MW0002357960'), (0.0052232958997127195, 'MW0002490285'), (0.005107774032076821, 'MW0002615954'), (0.00477509311431573, 'MW0002387701'), (0.0040827991671089706, 'MW0002401622')]"
MW0000823665,"[(0.0009986518200429423, 'MW0000049410'), (0.0009532979342033765, 'MW0001773593'), (0.0008989976176563133, 'MW0002480871'), (0.0008831191769329272, 'MW0000813996'), (0.0008704886923518863, 'MW0001610447'), (0.0008519484060045323, 'MW0002628656'), (0.0008519484060045323, 'MW0002088324'), (0.0008490550017830155, 'MW0002562501'), (0.0008490550017830155, 'MW0002346806'), (0.0008443521286117163, 'MW0002190231')]"
MW0002099977,"[(0.0006510416666666666, 'MW0002484010'), (0.000649304270474187, 'MW0001787432'), (0.0006449615602910067, 'MW0002443418'), (0.0006399139955589969, 'MW0002552345'), (0.0006305726861135283, 'MW0001610447'), (0.0006207864122270092, 'MW0002628656'), (0.0006207864122270092, 'MW0002088324'), (0.0006098602200375674, 'MW0001965056'), (0.0006083243098560705, 'MW0002561652'), (0.0006020977084161218, 'MW0001960596')]"
MW0002024479,"[(0.0005653550429669833, 'MW0002581468'), (0.0005569789461958339, 'MW0002605243'), (0.0005556574260836708, 'MW0002390979'), (0.0005484320328181729, 'MW0001791556'), (0.0005438151898458828, 'MW0001368971'), (0.0005394150583107678, 'MW0002431606'), (0.0005362879222597027, 'MW0002406704'), (0.0005313496280552603, '0'), (0.0005227692130755035, 'MW0002295879'), (0.0005192107995846313, 'MW0001610447')]"
MW0001954785,"[(0.008547008547008548, 'MW0002568027'), (0.0009024130525023915, 'MW0002349066'), (0.0009007872880897905, 'MW0000818143'), (0.0008823555363398129, 'MW0002603994'), (0.0008542116907411996, 'MW0002181687'), (0.000831137744458389, 'MW0000814142'), (0.0008284249157077647, 'MW0002284285'), (0.0008178152882389984, 'MW0001974333'), (0.0008166331847060937, 'MW0002213045'), (0.0008027163922714466, 'MW0002503286')]"
MW0002583498,"[(0.002544529262086514, 'MW0001998774'), (0.001851851851851852, 'MW0001950158'), (0.001851851851851852, 'MW0000811068'), (0.0008010317288667805, 'MW0000603352'), (0.0007657260997741107, 'MW0002552345'), (0.0007608497169639053, 'MW0001965056'), (0.0007578341101132962, 'MW0001787432'), (0.0007510552326018055, 'MW0002484010'), (0.0007089885569246912, 'MW0002561652'), (0.0007064441838450344, 'MW0001610447')]"
MW0002602865,"[(0.006418073294397022, 'MW0002628656'), (0.006418073294397022, 'MW0002088324'), (0.005530667551573475, 'MW0001610447'), (0.005344449788894234, 'MW0002094433'), (0.005170363476552401, 'MW0002562501'), (0.005170363476552401, 'MW0002346806'), (0.004858850395996307, 'MW0001960596'), (0.004512024545413527, 'MW0002052709'), (0.004456923831171725, 'MW0000826859'), (0.004335197468244679, 'MW0002484010')]"
MW0002210802,"[(0.0006231500233681258, 'MW0002304130'), (0.0006067298474681163, 'MW0002400177'), (0.0006017752369489995, 'MW0002401709'), (0.000598175564528189, 'MW0001666091'), (0.0005936479667557139, 'MW0002186144'), (0.0005903710482037962, 'MW0002329619'), (0.000573710299247292, 'MW0002110738'), (0.0005662931019837247, 'MW0000828174'), (0.0005623885767632288, 'MW0002410440'), (0.0005618766680713583, 'MW0002628656')]"
MW0001789771,"[(0.1111111111111111, 'MW0002357910'), (0.00234192037470726, 'MW0002476550'), (0.0007627299630838697, 'MW0000829157'), (0.0007018036353428311, 'MW0002565183'), (0.0007017642352875127, 'MW0000830824'), (0.0006781959986436081, 'MW0002398999'), (0.00066830624465355, 'MW0001313329'), (0.0006678643701037194, 'MW0002051292'), (0.0006484958139595209, 'MW0002628656'), (0.0006484958139595209, 'MW0002088324')]"
MW0002413475,"[(0.0006012976002212775, 'MW0002321046'), (0.0005111246275179277, 'MW0000823104'), (0.00046615917471179696, 'MW0000823920'), (0.0004485914229319936, 'MW0000834629'), (0.00043891797939719007, 'MW0001328315'), (0.0004384657207499518, 'MW0000807807'), (0.0004367613274050262, 'MW0001988460'), (0.00043391289632519175, 'MW0002427366'), (0.00042995034073564506, 'MW0002176740'), (0.00042859591976684384, 'MW0001960596')]"
MW0002291285,"[(0.0008334652986722898, 'MW0002135929'), (0.0008241033755274261, 'MW0002401622'), (0.0007961212970408172, 'MW0002357960'), (0.0007954120632193508, 'MW0002563622'), (0.0007954120632193508, 'MW0002055042'), (0.0007895464055899886, 'MW0002104668'), (0.0007848369501236118, 'MW0002519466'), (0.0007824971047607125, 'MW0002474249'), (0.0007797878976918278, 'MW0002418731'), (0.0007665654800233036, 'MW0002490285')]"
MW0000032734,"[(0.14285714285714285, 'MW0002525327'), (0.001221001221001221, 'MW0002344605'), (0.0005280054067753654, 'MW0001751061'), (0.0003948121681110211, 'MW0001763057'), (0.0003869220352099052, 'MW0002069779'), (0.00038650928008781486, 'MW0002022940'), (0.0003794375218176575, 'MW0001666091'), (0.00037012910103043946, 'MW0002411750'), (0.00036533817528194975, 'MW0002527254'), (0.00036533817528194975, 'MW0002498911')]"
MW0002489480,"[(0.0005544497363591503, 'MW0002398999'), (0.0005408270326984024, 'MW0002190231'), (0.0005346878759524128, 'MW0002527254'), (0.0005346878759524128, 'MW0002498911'), (0.0005346878759524128, 'MW0002413337'), (0.000530672893228614, 'MW0002562501'), (0.000530672893228614, 'MW0002346806'), (0.0005276348766653475, 'MW0002034255'), (0.0005276348766653475, 'MW0002022330'), (0.0005276348766653475, 'MW0001974960')]"
MW0002091195,"[(0.0008583322604180076, 'MW0002401710'), (0.000840696432925035, 'MW0002465008'), (0.0008326741329780591, 'MW0002110738'), (0.0008261458643138032, 'MW0002472642'), (0.0008232756491528495, 'MW0001968316'), (0.0008066727973799269, 'MW0002344537'), (0.0008063735767506369, 'MW0002487697'), (0.000780707164549649, 'MW0002213045'), (0.0007754162046478447, 'MW0002191512'), (0.0007579030338858446, 'MW0002570333')]"
MW0000476077,"[(0.0005728951830973005, 'MW0002303717'), (0.0005640380612883757, 'MW0000804042'), (0.0005620408828538188, 'MW0001947974'), (0.0005516084903578835, 'MW0000825162'), (0.0005434073816458723, 'MW0001313329'), (0.0005393917818268121, 'MW0002541704'), (0.0005367859405026464, 'MW0002227852'), (0.0005252542230439533, 'MW0000823920'), (0.0005224087221360247, 'MW0000820071'), (0.0005202615875262082, 'MW0002628656')]"
MW0002006613,"[(0.0010685473099321472, 'MW0000826773'), (0.0007749955437756231, 'MW0000808703'), (0.0007448512159696101, 'MW0000811703'), (0.0007337564662288587, 'MW0002480871'), (0.0007290755322251386, 'MW0002174000'), (0.000720009792133173, 'MW0000049410'), (0.0007121796971811927, 'MW0001987295'), (0.0006602403274792025, 'MW0001784043'), (0.0006584188729185734, 'MW0001773593'), (0.0006567713122290819, 'MW0002052709')]"
MW0001969722,"[(0.002881844380403458, 'MW0002301177'), (0.001009081735620585, 'MW0000806459'), (0.0009720251171290266, 'MW0002314029'), (0.0008916868039269888, 'MW0002187052'), (0.0008822154193610996, 'MW0002336594'), (0.0008689003197553176, 'MW0000822019'), (0.0008468117537471421, 'MW0002355523'), (0.0008457160254729667, 'MW0002484696'), (0.0008310893919750007, 'MW0002191517'), (0.0008249191579225236, 'MW0002278411')]"
MW0002138766,"[(0.0005963349255475846, 'MW0002628656'), (0.0005963349255475846, 'MW0002088324'), (0.0005906848991405534, 'MW0001993449'), (0.0005875751361705377, 'MW0001610447'), (0.0005790689729053627, 'MW0001960596'), (0.0005746432901776222, 'MW0002069779'), (0.0005735655126528551, 'MW0002477132'), (0.0005729115940119279, 'MW0000826859'), (0.0005711315830054086, 'MW0002562501'), (0.0005711315830054086, 'MW0002346806')]"
MW0000747969,"[(0.0037666202116840557, 'MW0001993449'), (0.0024959440908523646, 'MW0002628656'), (0.0024959440908523646, 'MW0002088324'), (0.002447081854888046, 'MW0001666091'), (0.0024249478636209324, 'MW0002527254'), (0.0024249478636209324, 'MW0002498911'), (0.0024249478636209324, 'MW0002413337'), (0.0023854392786431624, 'MW0000826859'), (0.002357100766057749, 'MW0002562501'), (0.002357100766057749, 'MW0002346806')]"
MW0000828874,"[(0.0007623810685533057, 'MW0000800935'), (0.0007308285403161563, 'MW0002095214'), (0.0006787437810101064, 'MW0002431024'), (0.0006568187639984499, 'MW0000603352'), (0.0006500893872907525, 'MW0000826451'), (0.0006301832572912202, 'MW0000820068'), (0.000624434106590902, 'MW0002581226'), (0.0006240171729525995, 'MW0001996471'), (0.0006088280060882801, 'MW0000824776'), (0.000607105563515384, 'MW0000826867')]"
MW0002355523,"[(0.030845157310302282, 'MW0002278411'), (0.014011489421325489, 'MW0002387701'), (0.01233654083395016, 'MW0002558673'), (0.011656370206317752, 'MW0002102148'), (0.00903750564844103, 'MW0002336594'), (0.008793527963418923, 'MW0002123313'), (0.00740905386382159, 'MW0002484696'), (0.006547930853850184, 'MW0002282345'), (0.006129328838492185, 'MW0002448132'), (0.005415651232060655, 'MW0002413078')]"
MW0002094725,"[(0.0064516129032258064, 'MW0002527864'), (0.0014492753623188406, 'MW0002485837'), (0.0014492753623188406, 'MW0002294097'), (0.0013118194936376755, 'MW0002615954'), (0.001304750596923398, 'MW0002490285'), (0.0013043251421714405, 'MW0002357960'), (0.00127237794714542, 'MW0002418731'), (0.0012702445220704986, 'MW0002605130'), (0.001257071024512885, 'MW0002110738'), (0.001248844818542848, 'MW0002138220')]"
MW0002024119,"[(0.0009633911368015414, 'MW0002348807'), (0.0008273077750384698, 'MW0002503286'), (0.0008273077750384698, 'MW0002456525'), (0.0008273077750384698, 'MW0002413767'), (0.0008059121716915291, 'MW0002131963'), (0.0008005443701717167, 'MW0002615954'), (0.00078728379218857, 'MW0002413078'), (0.0007858669684395825, 'MW0000809691'), (0.000770065994655742, 'MW0000824605'), (0.0007633063377325222, 'MW0002485837')]"
MW0002344537,"[(0.038461538461538464, 'MW0001968316'), (0.004739336492890996, 'MW0001489534'), (0.0013989340122826403, 'MW0000826914'), (0.0013687754934435653, 'MW0002472642'), (0.0013515887926257317, 'MW0002203682'), (0.0013515887926257317, 'MW0002189112'), (0.0012353609724761578, 'MW0002306127'), (0.0012347355813752483, 'MW0002554625'), (0.0012256403971074887, 'MW0002507769'), (0.001219675810169657, 'MW0002103142')]"
MW0002472642,"[(0.004104247896572953, 'MW0002554625'), (0.003942440370589395, 'MW0002103142'), (0.0013687754934435653, 'MW0002344537'), (0.0013412376941441561, 'MW0001968316'), (0.0012547051442910915, 'MW0002278411'), (0.001209058264517767, 'MW0002102148'), (0.0012071171627918206, 'MW0002355523'), (0.001192136666547453, 'MW0002336594'), (0.0011892869035726179, 'MW0002204054'), (0.0011836140471315113, 'MW0002213045')]"
MW0000829157,"[(0.002643614349538689, 'MW0000829243'), (0.0015329899435859702, 'MW0002565183'), (0.0008234858154568288, 'MW0002051292'), (0.0008071025020177562, 'MW0002577863'), (0.0007793746297970508, 'MW0002357910'), (0.0007627299630838697, 'MW0001789771'), (0.0007239190079413914, 'MW0000822690'), (0.000717797796360765, 'MW0002110484'), (0.0006912378687754031, 'MW0002398999'), (0.0006769793182818265, 'MW0002355568')]"
MW0002293921,"[(0.037037037037037035, 'MW0000807310'), (0.017241379310344827, 'MW0002049179'), (0.0006621507982227873, 'MW0001950632'), (0.0006377591693824578, 'MW0002336594'), (0.0006227813414710095, 'MW0002355523'), (0.0006135308084495464, 'MW0002409487'), (0.0006087316467408508, 'MW0002278411'), (0.000603089021970533, 'MW0002448132'), (0.0006006402825411887, 'MW0002038538'), (0.000600294144130624, 'MW0002615954')]"
MW0002457948,"[(0.0005647005675240704, 'MW0002401709'), (0.0005625246104517074, 'MW0002135929'), (0.0005612522660560244, 'MW0002291285'), (0.000556569749320985, 'MW0002186144'), (0.0005240183825648604, 'MW0001666091'), (0.0005239634692669227, 'MW0002605130'), (0.0005237219874201978, 'MW0000809691'), (0.0005224824184666187, 'MW0002357960'), (0.0005220269261488507, 'MW0002115796'), (0.0005152912683894572, 'MW0002401622')]"
MW0000826914,"[(0.0013989340122826403, 'MW0002344537'), (0.001351661868267034, 'MW0001968316'), (0.0012846700325021521, 'MW0002306127'), (0.0011921366665474528, 'MW0001489534'), (0.0008935432564290437, 'MW0000806401'), (0.0008712091511809241, 'MW0002472642'), (0.000870852564660803, 'MW0002213045'), (0.0008702159876081242, 'MW0002467147'), (0.0008590917681826773, 'MW0002554625'), (0.0008517742457539054, 'MW0002103142')]"
MW0001762194,"[(0.03333333333333333, 'MW0002409657'), (0.010128633647320974, 'MW0002243836'), (0.0009265092836230219, 'MW0002185180'), (0.0009265092836230219, 'MW0001967647'), (0.0009055346276441612, 'MW0002524684'), (0.0007131192549330025, 'MW0002447720'), (0.0006775618613979458, 'MW0002570333'), (0.0006272266546239148, 'MW0002467147'), (0.0006109967189476193, 'MW0002089269'), (0.0006055138087424085, 'MW0002472642')]"
MW0001763057,"[(0.00144900236187385, 'MW0002022940'), (0.001078329882677709, 'MW0002382249'), (0.0010604453870625664, 'MW0002499300'), (0.00098935454509478, 'MW0002527254'), (0.00098935454509478, 'MW0002498911'), (0.00098935454509478, 'MW0002413337'), (0.0009754384595875848, 'MW0002083861'), (0.0009754384595875848, 'MW0002028048'), (0.0009654746273267938, 'MW0002034255'), (0.0009654746273267938, 'MW0002022330')]"
MW0002401535,"[(0.00398406374501992, 'MW0000813242'), (0.002780249110320285, 'MW0001956251'), (0.0006923961059643, 'MW0002038538'), (0.0006667377853637721, 'MW0002467147'), (0.0006536631281702661, 'MW0000806401'), (0.0006497683575805226, 'MW0002183697'), (0.0006411530496444806, 'MW0000806459'), (0.0006350053022942741, 'MW0000020024'), (0.0006307476883097223, 'MW0002187052'), (0.0006269395943700824, 'MW0002174000')]"
MW0002087546,"[(0.0008585091130742353, 'MW0000822332'), (0.0007977789833104636, 'MW0002033205'), (0.0007955069765961847, 'MW0000819364'), (0.0007725109696557691, 'MW0002417171'), (0.0007352995242612078, 'MW0000823860'), (0.0007326973520317697, 'MW0000646188'), (0.0007227888083380917, 'MW0001368971'), (0.0007160810317295505, 'MW0001760872'), (0.0007150365026134584, 'MW0002431606'), (0.0007043989715775016, 'MW0002605243')]"
MW0002352090,"[(0.000594523251804378, 'MW0000819367'), (0.0005825435014359697, 'MW0000363579'), (0.0005585437646966828, 'MW0002569317'), (0.000545416862107709, 'MW0002602865'), (0.0005434162405377647, 'MW0002562501'), (0.0005434162405377647, 'MW0002346806'), (0.0005433571867138301, 'MW0002628656'), (0.0005433571867138301, 'MW0002088324'), (0.0005389295780720332, 'MW0002052709'), (0.0005380596492927205, 'MW0002174000')]"
MW0002560310,"[(0.013331555792560991, 'MW0000824428'), (0.0025462786138059227, 'MW0002141165'), (0.002354381503978904, 'MW0002463588'), (0.0008235807644476655, 'MW0001310557'), (0.0007190675132488189, 'MW0002203682'), (0.0007190675132488189, 'MW0002189112'), (0.0006603013615414075, 'MW0000814142'), (0.0006397829856112806, 'MW0002409556'), (0.0006267863410720553, 'MW0002487697'), (0.0006148322122892663, 'MW0000583370')]"
MW0002392866,"[(1.0, 'MW0002513766'), (0.002007387184840212, 'MW0002410901'), (0.0019034929094889125, 'MW0000805093'), (0.0006363428105989259, 'MW0002304130'), (0.0005983831686782315, 'MW0002499300'), (0.0005913835417960319, 'MW0002357960'), (0.000591030520816095, 'MW0000817183'), (0.0005837268625264866, 'MW0002401710'), (0.0005823433496389473, 'MW0002080056'), (0.0005785061813385476, 'MW0002344298')]"
MW0002199422,"[(0.0007226007847444525, 'MW0000556353'), (0.000719999424000461, 'MW0002334053'), (0.0007144337041244258, 'MW0002304130'), (0.0007072685993959928, 'MW0001950645'), (0.0006805035726437564, 'MW0002499300'), (0.0006693843671974883, 'MW0002202456'), (0.0006667244494522857, 'MW0002244670'), (0.0006563144008505834, 'MW0002431528'), (0.0006470481662654967, 'MW0002568027'), (0.0006451529657681836, 'MW0002344298')]"
MW0002406704,"[(0.01020408163265306, 'MW0002390979'), (0.005489980785067252, 'MW0002581468'), (0.004092490280335584, 'MW0002605243'), (0.003350644999162338, 'MW0001368971'), (0.0031903014834901893, 'MW0002431606'), (0.002698691134799622, '0'), (0.0024239486122894197, 'MW0001610447'), (0.002292000916800367, 'MW0002398999'), (0.002285453091075306, 'MW0002628656'), (0.002285453091075306, 'MW0002088324')]"
MW0002289536,"[(0.0058085501858736064, 'MW0000828746'), (0.0010796221322537112, 'MW0002318622'), (0.000949893137022085, 'MW0002615954'), (0.0009284102830722954, 'MW0002357960'), (0.0009275663441827678, 'MW0002387701'), (0.0009129418638621091, 'MW0002410440'), (0.0009095374092736434, 'MW0002418731'), (0.0008973760723644068, 'MW0000809691'), (0.0008847443531191662, 'MW0002138220'), (0.0008825813740026831, 'MW0002278411')]"
MW0002578640,"[(0.0015527950310559005, 'MW0002080093'), (0.0005839927584897949, 'MW0002055680'), (0.0005713828607997076, 'MW0000821461'), (0.0005659149429840695, 'MW0002563622'), (0.0005659149429840695, 'MW0002055042'), (0.0005639458160859905, 'MW0000834629'), (0.0005573607852098742, 'MW0002487039'), (0.0005568393796809311, 'MW0002104668'), (0.0005514411915541268, 'MW0002562563'), (0.0005478491442596366, 'MW0002468962')]"
MW0002022758,"[(0.012195121951219513, 'MW0002358095'), (0.0006995697645947741, 'MW0001934859'), (0.0006333001906233574, 'MW0002120352'), (0.0006106646474022325, 'MW0000798691'), (0.0006049936173173371, 'MW0002038538'), (0.0005999088138602933, 'MW0000819818'), (0.0005912856323504195, 'MW0002398999'), (0.0005908698786353269, 'MW0002052709'), (0.0005840507423284934, 'MW0002190231'), (0.0005794514912184126, 'MW0002556305')]"
MW0002318622,"[(0.0011581983067140756, 'MW0000828746'), (0.0011135733455084017, 'MW0002507769'), (0.0010868620119989568, 'MW0002615954'), (0.0010796221322537112, 'MW0002289536'), (0.0010772147535332644, 'MW0002387701'), (0.0010609854432797182, 'MW0002424876'), (0.001043329473014283, 'MW0002410440'), (0.001037936582074835, 'MW0002278411'), (0.0010233214969146858, 'MW0002204054'), (0.0010199918400652793, 'MW0002413078')]"
MW0001278478,"[(0.00040946016771488473, 'MW0002110484'), (0.00038697743534574496, 'MW0000833034'), (0.00037819480057788165, 'MW0001782286'), (0.0003751753944969273, 'MW0000811149'), (0.0003730076727678289, 'MW0001989957'), (0.00036345133386639535, 'MW0001791556'), (0.0003628025773495095, 'MW0000790149'), (0.00035918508088848025, 'MW0000799270'), (0.000358849957655705, 'MW0000804042'), (0.0003564312675765169, 'MW0000825316')]"
MW0000825838,"[(0.0007668241212195571, 'MW0002503286'), (0.0007668241212195571, 'MW0002456525'), (0.0007668241212195571, 'MW0002413767'), (0.0007323003017077242, 'MW0000825256'), (0.0007176020609531192, 'MW0001333743'), (0.0007172932222963426, 'MW0002413078'), (0.0007061398863114784, 'MW0001960072'), (0.0007014934796181069, 'MW0002615954'), (0.0006935101321830313, 'MW0001747196'), (0.0006928902531128095, 'MW0002590120')]"
MW0002138220,"[(0.0196078431372549, 'MW0002255703'), (0.006617257808364215, 'MW0002357960'), (0.005806863712908659, 'MW0002418731'), (0.004722773212430339, 'MW0002485837'), (0.004722773212430339, 'MW0002294097'), (0.004658529768005217, 'MW0002582576'), (0.004631130458945029, 'MW0002401622'), (0.004604475550234829, 'MW0002110738'), (0.004563084645220168, 'MW0002490285'), (0.0043779003589878305, 'MW0002615954')]"
MW0002243836,"[(0.012865045670912132, 'MW0002409657'), (0.010128633647320974, 'MW0001762194'), (0.0008362952122099103, 'MW0002185180'), (0.00083629521220991, 'MW0001967647'), (0.000793178663493952, 'MW0002524684'), (0.0006866811327491965, 'MW0002447720'), (0.0006714608974746355, 'MW0002570333'), (0.0006004058743710748, 'MW0002472642'), (0.0005932922379576507, 'MW0002424876'), (0.0005899844244111955, 'MW0002089269')]"
MW0002207301,"[(0.005076142131979695, 'MW0002499883'), (0.0009062239460615508, 'MW0002304130'), (0.0008772853282801698, 'MW0001666091'), (0.0008757334267448988, 'MW0002468962'), (0.0008711029033859769, 'MW0002382249'), (0.0008034193527653694, 'MW0002605130'), (0.0008013591050421514, 'MW0002628656'), (0.0008013591050421514, 'MW0002088324'), (0.0008008777620271819, 'MW0002357960'), (0.000794558860920417, 'MW0002401622')]"
MW0000812653,"[(0.001359064963305246, 'MW0000820068'), (0.0012886265817891292, 'MW0000820071'), (0.0012652142007641893, 'MW0000822692'), (0.0012158350355023831, 'MW0000803149'), (0.0012071900237816437, 'MW0001302677'), (0.001099565671559734, 'MW0002403649'), (0.0010235414534288639, 'MW0001996471'), (0.000994322418987581, 'MW0002095214'), (0.0009571209800918836, 'MW0000800935'), (0.0008599561422367459, 'MW0001328315')]"
MW0002410175,"[(0.0006285355122564425, 'MW0001965699'), (0.0006255004003202563, 'MW0002427366'), (0.0006091766368576233, 'MW0002348295'), (0.0005842247629508024, 'MW0002022516'), (0.0005748877531661943, 'MW0001960596'), (0.0005719286004335219, 'MW0002484807'), (0.0005702066999287242, 'MW0000834629'), (0.0005698947404414404, 'MW0002377963'), (0.000566742421236972, 'MW0001610447'), (0.0005663283798477709, 'MW0002262175')]"
MW0000815801,"[(0.003484320557491289, 'MW0002498880'), (0.0020920502092050207, 'MW0002066941'), (0.0006882833524905533, 'MW0000813895'), (0.0006794355249658584, 'MW0002191517'), (0.0006740224988710122, 'MW0002284285'), (0.0006485546958602753, 'MW0002401480'), (0.0006244302074357149, 'MW0002469858'), (0.0006193791343557218, 'MW0002203682'), (0.0006193791343557218, 'MW0002189112'), (0.0006191260416795651, 'MW0000812846')]"
MW0002554203,"[(0.0006301832572912204, 'MW0002206149'), (0.000616617851086789, 'MW0002025365'), (0.0006117218133881435, 'MW0002038538'), (0.0005944313669543715, 'MW0002202456'), (0.0005922661881155865, 'MW0000807665'), (0.0005921714928643335, 'MW0002110221'), (0.0005895635461068172, 'MW0002531978'), (0.0005895635461068172, 'MW0002117564'), (0.0005818452640704731, 'MW0002465008'), (0.0005774205469327422, 'MW0000819818')]"
MW0002059085,"[(1.0, 'MW0002031815'), (0.017241379310344827, 'MW0001379979'), (0.0012914724076920096, 'MW0002556305'), (0.001259636217060513, 'MW0000819818'), (0.0011977769260252972, 'MW0001747196'), (0.001171893310832982, 'MW0002052709'), (0.0011235450092130692, 'MW0002094433'), (0.0011071744906997341, 'MW0000444789'), (0.0010846928149947934, 'MW0002190231'), (0.0010763335773022772, 'MW0000363579')]"
MW0000813822,"[(0.004464285714285714, 'MW0002089269'), (0.0012326048638587929, 'MW0002570333'), (0.0012296341838303104, 'MW0002102148'), (0.0011842588316102367, 'MW0002213045'), (0.0011832359135764488, 'MW0002278411'), (0.0011281843001872786, 'MW0002558673'), (0.0010942235936491262, 'MW0002387701'), (0.0010924663520363574, 'MW0002355523'), (0.001091155096785457, 'MW0002123313'), (0.0010865313572949713, 'MW0002282345')]"
MW0002569539,"[(0.0006000888131443453, 'MW0000826613'), (0.0005611546317703306, 'MW0002082656'), (0.0005016504299144184, 'MW0002491054'), (0.00048439755476114356, 'MW0002139749'), (0.0004758007727004548, 'MW0002038538'), (0.0004646408326363721, 'MW0002252502'), (0.00045682960255824577, 'MW0002030893'), (0.00044702127374241743, 'MW0000814142'), (0.0004464006713866098, 'MW0001989713'), (0.0004453787500890758, 'MW0002135929')]"
MW0001336836,"[(0.0009500646043930987, 'MW0002398999'), (0.000926629477936952, 'MW0002120352'), (0.0009059530172765241, 'MW0002110484'), (0.0008681535242692318, 'MW0002628656'), (0.0008681535242692318, 'MW0002088324'), (0.0008543868492776158, 'MW0000826859'), (0.0008431703204047217, 'MW0001313329'), (0.0008385955202227309, 'MW0002605130'), (0.0008320367427425596, 'MW0001960596'), (0.0008307786888650732, 'MW0002190231')]"
MW0002390301,"[(0.00101010101010101, 'MW0000821510'), (0.0006854808305285742, 'MW0001993449'), (0.0006774149844194554, 'MW0000049410'), (0.000674900452183303, 'MW0002480871'), (0.0006651633973885685, 'MW0002052709'), (0.0006633059166887769, 'MW0001773593'), (0.0006575054244197515, 'MW0001937651'), (0.0006506561867643519, 'MW0001792357'), (0.0006360271201964053, 'MW0002034255'), (0.0006360271201964053, 'MW0002022330')]"
MW0002401171,"[(1.0, 'MW0002072748'), (0.0036145449287934644, 'MW0002061341'), (0.0035355678121906375, 'MW0002628656'), (0.0035355678121906375, 'MW0002088324'), (0.00340901343151292, 'MW0002123313'), (0.003342804613070366, 'MW0002477132'), (0.003293916136895154, 'MW0002590120'), (0.0032597711640642824, 'MW0002387701'), (0.003248440748440748, 'MW0001610447'), (0.0031808639226413894, 'MW0002544167')]"
MW0001802570,"[(0.001338544734165016, 'MW0001791556'), (0.0008434903631226013, 'MW0002406704'), (0.0008258865892535638, 'MW0002605243'), (0.0007977980773066338, 'MW0001779847'), (0.0007975626485460433, 'MW0002581468'), (0.0007913145317000603, 'MW0001368971'), (0.0007858237397351775, 'MW0002390979'), (0.0007759637469737415, 'MW0002431606'), (0.0007592495577371327, 'MW0001313329'), (0.0007537953596357662, '0')]"
MW0002403649,"[(0.0011550278361708516, 'MW0001328315'), (0.001099565671559734, 'MW0000812653'), (0.0010649287030233324, 'MW0000803149'), (0.0009842035332906845, 'MW0000820068'), (0.0009599692809830085, 'MW0001302677'), (0.0009223305448206527, 'MW0000820071'), (0.0008978675645342312, 'MW0000822692'), (0.0008873271930291576, 'MW0000823104'), (0.0008613116053125699, 'MW0001787432'), (0.0008561277342579514, 'MW0001947974')]"
MW0002130105,"[(1.0, 'MW0002545734'), (0.038461538461538464, 'MW0000808251'), (0.0012995113837197213, 'MW0001787432'), (0.0012973029072558151, 'MW0002628656'), (0.0012973029072558151, 'MW0002088324'), (0.001290172754131778, 'MW0002484010'), (0.0012695833227534723, 'MW0002552345'), (0.0012565497656534686, 'MW0001610447'), (0.0012182790590012547, 'MW0001960596'), (0.0011913413312048034, 'MW0000826859')]"
